"","Emp ID","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","dept","salary","status"
"9415",11415,0.89,0.99,2,258,3,0,0,"sales","medium","exist"
"9416",11416,0.69,0.51,3,257,3,1,0,"IT","low","exist"
"9417",11417,0.5,0.51,5,134,3,0,0,"product_mng","low","exist"
"9418",11418,0.16,0.46,6,240,2,0,0,"product_mng","low","exist"
"9419",11419,0.75,0.99,2,237,5,1,0,"product_mng","low","exist"
"9420",11420,0.64,0.66,5,157,2,0,0,"product_mng","low","exist"
"9421",11421,0.78,0.43,4,275,3,0,0,"IT","low","exist"
"9422",11422,0.81,0.74,2,228,3,0,0,"management","high","exist"
"9423",11423,0.55,0.58,3,254,2,0,0,"management","high","exist"
"9424",11424,0.53,0.53,4,257,2,0,0,"management","high","exist"
"9425",11425,0.69,0.73,3,231,2,1,0,"management","high","exist"
"9426",11426,0.8,0.53,3,217,3,0,0,"management","high","exist"
"9427",11427,0.77,0.98,3,286,6,0,0,"management","high","exist"
"9428",11428,0.84,0.8,4,236,3,0,0,"marketing","low","exist"
"9429",11429,0.64,0.55,4,215,2,0,0,"sales","low","exist"
"9430",11430,0.78,0.57,4,157,3,0,0,"accounting","low","exist"
"9431",11431,0.67,0.7,3,149,3,0,0,"support","low","exist"
"9432",11432,0.81,0.77,3,221,2,0,0,"technical","low","exist"
"9433",11433,0.91,0.82,4,238,2,0,0,"management","low","exist"
"9434",11434,0.75,0.89,6,250,2,0,0,"marketing","medium","exist"
"9435",11435,0.78,0.96,3,202,4,1,0,"marketing","medium","exist"
"9436",11436,0.54,0.52,4,173,2,0,0,"marketing","medium","exist"
"9437",11437,0.77,0.71,5,250,3,1,0,"sales","medium","exist"
"9438",11438,0.89,0.63,4,270,3,1,0,"sales","medium","exist"
"9439",11439,0.16,0.98,3,232,5,0,0,"sales","medium","exist"
"9440",11440,0.77,0.99,4,260,3,0,0,"sales","medium","exist"
"9441",11441,0.69,0.48,5,232,4,0,0,"sales","medium","exist"
"9442",11442,0.61,0.81,4,134,3,0,0,"sales","medium","exist"
"9443",11443,0.59,0.81,4,189,3,0,0,"sales","medium","exist"
"9444",11444,0.58,0.8,4,113,3,0,0,"IT","medium","exist"
"9445",11445,0.88,0.67,5,264,3,0,0,"product_mng","medium","exist"
"9446",11446,0.51,0.63,5,260,2,0,0,"product_mng","high","exist"
"9447",11447,0.31,0.7,3,132,3,0,0,"product_mng","low","exist"
"9448",11448,0.52,0.52,4,168,3,0,0,"product_mng","medium","exist"
"9449",11449,0.57,0.46,3,186,3,1,0,"IT","medium","exist"
"9450",11450,0.5,0.77,3,267,2,0,0,"management","high","exist"
"9451",11451,0.74,0.63,3,180,3,0,0,"management","high","exist"
"9452",11452,0.74,0.77,3,211,3,0,0,"management","high","exist"
"9453",11453,0.82,0.51,2,268,2,0,0,"management","high","exist"
"9454",11454,0.74,0.71,3,206,3,0,0,"management","high","exist"
"9455",11455,0.2,0.59,6,113,3,0,0,"management","high","exist"
"9456",11456,0.63,0.48,4,179,3,0,0,"marketing","low","exist"
"9457",11457,0.19,0.8,6,157,6,1,0,"sales","low","exist"
"9458",11458,0.4,0.62,4,127,5,0,0,"accounting","low","exist"
"9459",11459,0.71,0.37,2,179,5,0,1,"support","low","exist"
"9460",11460,0.84,0.73,4,197,3,0,1,"technical","low","exist"
"9461",11461,0.59,0.84,4,251,4,1,1,"management","low","exist"
"9462",11462,0.57,0.85,4,250,3,1,1,"marketing","low","exist"
"9463",11463,0.81,0.61,2,176,5,0,1,"marketing","low","exist"
"9464",11464,0.8,0.7,4,246,3,0,1,"marketing","low","exist"
"9465",11465,0.49,0.66,3,155,3,0,1,"sales","low","exist"
"9466",11466,0.55,0.64,3,178,2,0,1,"sales","low","exist"
"9467",11467,0.68,0.4,3,213,5,1,1,"sales","low","exist"
"9468",11468,0.55,0.67,3,150,2,0,1,"sales","low","exist"
"9469",11469,0.59,0.62,3,166,2,0,0,"sales","low","exist"
"9470",11470,0.91,0.8,5,169,4,0,0,"sales","low","exist"
"9471",11471,0.48,0.9,4,208,3,0,0,"sales","low","exist"
"9472",11472,0.84,0.66,3,209,2,0,0,"sales","low","exist"
"9473",11473,0.73,0.54,4,167,3,0,0,"IT","medium","exist"
"9474",11474,0.28,0.59,6,281,3,0,0,"product_mng","medium","exist"
"9475",11475,0.77,0.65,3,156,4,0,0,"product_mng","medium","exist"
"9476",11476,0.67,0.65,3,265,3,0,0,"product_mng","medium","exist"
"9477",11477,0.5,0.53,3,142,3,1,0,"product_mng","medium","exist"
"9478",11478,0.32,0.47,3,143,4,0,0,"IT","medium","exist"
"9479",11479,0.57,0.78,3,134,3,0,0,"RandD","medium","exist"
"9480",11480,0.51,0.8,5,268,3,0,0,"RandD","medium","exist"
"9481",11481,0.61,0.6,3,255,2,0,0,"RandD","medium","exist"
"9482",11482,0.83,0.73,4,157,2,0,0,"RandD","medium","exist"
"9483",11483,0.87,0.97,5,151,3,0,0,"RandD","medium","exist"
"9484",11484,0.7,0.63,3,157,2,0,0,"RandD","medium","exist"
"9485",11485,0.78,0.65,3,139,3,0,0,"marketing","high","exist"
"9486",11486,0.71,0.53,4,196,2,1,0,"sales","low","exist"
"9487",11487,0.68,0.99,3,159,2,0,0,"accounting","medium","exist"
"9488",11488,0.75,0.53,4,224,4,1,0,"support","medium","exist"
"9489",11489,0.7,0.53,3,215,7,1,0,"technical","medium","exist"
"9490",11490,0.59,0.94,5,157,7,1,0,"management","medium","exist"
"9491",11491,0.64,0.87,4,157,7,0,0,"marketing","low","exist"
"9492",11492,0.61,0.88,5,146,7,1,0,"marketing","low","exist"
"9493",11493,0.77,0.49,2,286,7,0,0,"marketing","low","exist"
"9494",11494,0.51,0.64,3,203,3,0,0,"sales","low","exist"
"9495",11495,0.49,0.49,3,168,7,0,0,"sales","low","exist"
"9496",11496,0.77,0.75,3,170,7,0,0,"sales","low","exist"
"9497",11497,0.31,0.86,3,266,7,0,0,"sales","low","exist"
"9498",11498,0.54,0.76,3,183,3,0,0,"sales","low","exist"
"9499",11499,0.56,0.66,4,264,3,0,0,"sales","low","exist"
"9500",11500,0.65,0.77,4,205,3,0,0,"sales","low","exist"
"9501",11501,0.49,0.36,2,192,3,0,0,"sales","low","exist"
"9502",11502,0.82,0.79,3,176,3,0,0,"technical","low","exist"
"9503",11503,0.6,0.52,3,183,2,0,0,"support","low","exist"
"9504",11504,0.64,0.63,3,156,6,1,0,"support","low","exist"
"9505",11505,0.7,0.68,3,150,3,0,0,"support","low","exist"
"9506",11506,0.65,0.89,4,204,8,1,0,"support","low","exist"
"9507",11507,0.69,0.78,5,131,8,0,0,"support","low","exist"
"9508",11508,0.93,0.74,5,248,8,1,0,"support","low","exist"
"9509",11509,0.55,0.52,4,168,8,0,0,"support","low","exist"
"9510",11510,0.75,0.87,4,146,8,1,0,"support","low","exist"
"9511",11511,0.47,0.43,4,246,3,0,0,"support","low","exist"
"9512",11512,0.72,0.88,5,216,10,1,0,"support","medium","exist"
"9513",11513,0.59,0.92,3,203,10,0,0,"support","medium","exist"
"9514",11514,0.98,0.49,3,199,10,0,0,"technical","medium","exist"
"9515",11515,0.39,0.52,2,102,8,0,0,"technical","medium","exist"
"9516",11516,0.93,0.87,4,139,8,0,0,"technical","medium","exist"
"9517",11517,0.71,0.97,5,208,8,1,0,"management","medium","exist"
"9518",11518,0.49,0.54,4,215,4,0,0,"IT","medium","exist"
"9519",11519,0.63,0.93,4,233,3,0,0,"IT","medium","exist"
"9520",11520,0.45,0.64,3,169,10,0,0,"IT","medium","exist"
"9521",11521,0.77,0.64,3,190,10,1,0,"IT","medium","exist"
"9522",11522,0.77,0.63,4,236,7,0,0,"IT","medium","exist"
"9523",11523,0.5,0.92,4,266,7,0,0,"product_mng","medium","exist"
"9524",11524,0.45,0.42,4,156,7,0,0,"product_mng","high","exist"
"9525",11525,0.81,0.47,4,153,7,0,0,"product_mng","low","exist"
"9526",11526,0.83,0.67,3,175,3,0,0,"product_mng","medium","exist"
"9527",11527,0.47,0.76,6,174,10,0,0,"IT","medium","exist"
"9528",11528,0.25,0.89,4,154,10,0,0,"management","high","exist"
"9529",11529,0.89,0.55,5,251,10,0,0,"management","high","exist"
"9530",11530,0.97,0.57,3,164,10,0,0,"management","high","exist"
"9531",11531,0.6,0.65,2,225,10,0,0,"management","high","exist"
"9532",11532,0.67,0.72,2,134,10,0,0,"management","high","exist"
"9533",11533,0.89,0.77,3,144,3,0,0,"management","high","exist"
"9534",11534,0.6,0.91,5,211,3,0,0,"sales","low","exist"
"9535",11535,0.64,0.79,4,139,3,0,0,"sales","low","exist"
"9536",11536,0.57,0.66,3,268,3,0,0,"sales","low","exist"
"9537",11537,0.56,0.98,5,171,3,1,0,"sales","low","exist"
"9538",11538,0.6,0.9,4,260,2,0,0,"sales","medium","exist"
"9539",11539,0.17,0.66,6,224,3,0,0,"sales","medium","exist"
"9540",11540,0.74,0.49,4,233,3,0,0,"sales","medium","exist"
"9541",11541,0.44,0.41,3,125,7,0,0,"sales","medium","exist"
"9542",11542,0.51,0.89,4,233,7,0,0,"sales","medium","exist"
"9543",11543,0.86,0.57,3,162,7,0,0,"sales","medium","exist"
"9544",11544,0.96,0.48,4,198,7,0,0,"sales","medium","exist"
"9545",11545,0.87,0.82,4,198,7,0,0,"sales","medium","exist"
"9546",11546,0.58,0.79,3,243,3,1,0,"sales","medium","exist"
"9547",11547,0.24,0.56,4,281,7,0,0,"sales","medium","exist"
"9548",11548,0.42,0.8,4,259,7,1,0,"sales","medium","exist"
"9549",11549,0.65,0.94,4,184,7,0,0,"sales","medium","exist"
"9550",11550,0.73,0.92,6,189,3,1,0,"sales","medium","exist"
"9551",11551,0.63,0.6,4,258,3,0,0,"sales","medium","exist"
"9552",11552,0.95,0.48,4,225,3,0,0,"sales","medium","exist"
"9553",11553,0.52,0.83,5,145,3,0,0,"sales","medium","exist"
"9554",11554,0.96,0.55,3,164,3,0,0,"sales","medium","exist"
"9555",11555,0.66,0.51,4,254,2,0,0,"sales","medium","exist"
"9556",11556,0.98,0.44,4,154,6,1,0,"sales","medium","exist"
"9557",11557,0.56,0.79,5,248,3,0,0,"sales","medium","exist"
"9558",11558,0.97,0.54,3,154,8,1,0,"sales","medium","exist"
"9559",11559,0.72,0.92,3,242,8,0,0,"sales","medium","exist"
"9560",11560,0.74,0.78,4,194,8,0,0,"sales","medium","exist"
"9561",11561,0.2,0.6,5,261,8,0,0,"sales","medium","exist"
"9562",11562,0.73,0.56,3,245,8,0,0,"sales","medium","exist"
"9563",11563,0.76,0.79,3,247,3,0,0,"sales","low","exist"
"9564",11564,0.65,0.54,4,147,10,0,0,"sales","low","exist"
"9565",11565,0.66,0.5,3,139,10,1,0,"sales","low","exist"
"9566",11566,0.96,0.97,6,137,10,0,0,"sales","low","exist"
"9567",11567,0.57,0.55,4,177,8,0,0,"sales","low","exist"
"9568",11568,0.61,0.82,4,184,8,0,0,"IT","low","exist"
"9569",11569,0.57,0.69,3,212,8,0,0,"product_mng","low","exist"
"9570",11570,0.59,0.47,3,159,4,0,0,"product_mng","low","exist"
"9571",11571,0.92,0.68,4,178,3,0,0,"product_mng","low","exist"
"9572",11572,0.79,0.56,3,149,10,0,0,"product_mng","low","exist"
"9573",11573,0.95,0.66,4,223,10,0,0,"IT","low","exist"
"9574",11574,0.24,0.81,6,263,7,0,0,"management","high","exist"
"9575",11575,0.49,0.52,4,161,7,0,0,"management","high","exist"
"9576",11576,0.49,0.68,3,192,7,0,0,"management","high","exist"
"9577",11577,0.97,0.51,5,215,7,0,0,"management","high","exist"
"9578",11578,0.55,0.78,4,261,3,0,0,"management","high","exist"
"9579",11579,0.76,0.56,5,222,10,0,0,"management","high","exist"
"9580",11580,0.53,0.99,3,223,10,0,0,"marketing","low","exist"
"9581",11581,0.51,0.86,3,182,10,0,0,"sales","low","exist"
"9582",11582,0.57,0.93,2,204,10,0,0,"accounting","low","exist"
"9583",11583,0.58,0.91,3,195,10,0,0,"support","low","exist"
"9584",11584,0.6,0.98,4,146,10,0,0,"technical","low","exist"
"9585",11585,0.65,0.74,4,233,4,1,0,"management","low","exist"
"9586",11586,0.91,0.75,2,147,3,0,0,"marketing","low","exist"
"9587",11587,0.65,0.55,3,156,5,0,0,"marketing","low","exist"
"9588",11588,0.18,0.49,3,240,2,1,0,"marketing","low","exist"
"9589",11589,0.66,0.9,4,177,7,0,0,"sales","low","exist"
"9590",11590,0.78,0.8,3,135,7,0,0,"sales","medium","exist"
"9591",11591,0.82,0.65,5,178,7,1,0,"sales","medium","exist"
"9592",11592,0.54,0.64,3,190,7,0,0,"sales","medium","exist"
"9593",11593,0.95,0.84,3,240,7,0,0,"sales","medium","exist"
"9594",11594,0.65,0.85,4,172,3,0,0,"sales","medium","exist"
"9595",11595,0.83,0.55,3,271,7,0,0,"sales","medium","exist"
"9596",11596,0.15,0.6,5,188,7,0,0,"sales","medium","exist"
"9597",11597,0.59,0.59,4,197,7,0,0,"IT","medium","exist"
"9598",11598,0.99,0.94,5,151,3,0,0,"product_mng","medium","exist"
"9599",11599,0.76,0.72,3,263,3,0,0,"product_mng","medium","exist"
"9600",11600,0.64,0.67,2,223,3,0,0,"product_mng","medium","exist"
"9601",11601,0.95,0.75,4,151,3,0,0,"product_mng","medium","exist"
"9602",11602,0.53,0.66,3,191,3,0,0,"IT","high","exist"
"9603",11603,0.59,0.5,2,162,2,0,0,"management","high","exist"
"9604",11604,0.69,0.86,5,195,6,0,0,"management","high","exist"
"9605",11605,0.5,0.49,4,222,3,0,0,"management","high","exist"
"9606",11606,0.89,0.96,3,179,8,0,0,"management","high","exist"
"9607",11607,0.56,0.39,3,106,8,0,0,"management","high","exist"
"9608",11608,0.77,0.68,3,214,8,1,0,"management","high","exist"
"9609",11609,0.15,0.75,3,259,8,1,0,"marketing","high","exist"
"9610",11610,0.88,0.58,3,145,8,0,0,"sales","low","exist"
"9611",11611,0.89,0.86,4,153,3,0,0,"accounting","low","exist"
"9612",11612,0.65,0.52,2,117,10,1,0,"support","low","exist"
"9613",11613,0.58,0.99,3,207,10,0,0,"technical","low","exist"
"9614",11614,0.56,0.85,3,265,10,1,0,"management","low","exist"
"9615",11615,0.25,0.72,5,279,8,0,0,"marketing","low","exist"
"9616",11616,0.87,0.89,4,225,8,0,0,"marketing","low","exist"
"9617",11617,0.62,0.4,3,158,8,1,0,"marketing","low","exist"
"9618",11618,0.72,0.75,4,211,4,0,0,"sales","medium","exist"
"9619",11619,0.49,0.94,4,175,3,0,0,"sales","medium","exist"
"9620",11620,0.57,0.91,4,224,10,0,0,"sales","medium","exist"
"9621",11621,0.63,0.65,3,190,10,0,0,"sales","medium","exist"
"9622",11622,0.91,0.63,5,240,7,0,0,"sales","medium","exist"
"9623",11623,0.7,0.68,5,225,7,0,0,"sales","medium","exist"
"9624",11624,0.66,0.95,5,192,7,0,0,"sales","medium","exist"
"9625",11625,0.77,0.48,5,262,7,0,0,"IT","medium","exist"
"9626",11626,0.68,0.97,3,250,3,1,0,"product_mng","medium","exist"
"9627",11627,0.34,0.46,3,155,10,0,0,"product_mng","medium","exist"
"9628",11628,0.97,0.64,4,238,10,1,0,"product_mng","medium","exist"
"9629",11629,0.57,0.75,4,249,10,0,0,"product_mng","medium","exist"
"9630",11630,0.66,0.65,3,272,10,0,0,"IT","medium","exist"
"9631",11631,0.68,0.67,4,162,10,0,0,"management","high","exist"
"9632",11632,0.49,0.78,4,254,10,0,0,"management","high","exist"
"9633",11633,0.72,0.66,4,184,3,0,0,"management","high","exist"
"9634",11634,0.77,0.89,4,269,10,0,0,"management","high","exist"
"9635",11635,0.77,0.73,3,201,10,0,0,"management","high","exist"
"9636",11636,0.59,0.73,4,247,10,0,0,"management","high","exist"
"9637",11637,0.41,0.67,6,221,10,0,0,"marketing","medium","exist"
"9638",11638,0.94,0.64,5,247,10,0,0,"sales","medium","exist"
"9639",11639,0.91,0.61,4,135,10,0,0,"accounting","medium","exist"
"9640",11640,0.7,0.84,3,260,4,1,0,"support","medium","exist"
"9641",11641,0.51,0.52,3,188,3,0,0,"technical","high","exist"
"9642",11642,0.22,0.7,4,159,5,0,0,"management","low","exist"
"9643",11643,0.69,0.65,3,153,2,0,0,"marketing","medium","exist"
"9644",11644,0.2,0.68,5,167,7,0,0,"marketing","medium","exist"
"9645",11645,0.9,0.85,3,158,7,0,0,"marketing","medium","exist"
"9646",11646,0.76,0.85,3,180,7,0,0,"sales","medium","exist"
"9647",11647,0.88,0.51,3,211,7,0,0,"sales","medium","exist"
"9648",11648,0.31,0.63,4,104,7,1,0,"sales","medium","exist"
"9649",11649,0.17,0.66,6,174,3,0,0,"sales","medium","exist"
"9650",11650,0.91,0.77,3,195,7,0,0,"sales","medium","exist"
"9651",11651,0.97,0.38,5,211,7,1,0,"sales","medium","exist"
"9652",11652,0.61,0.77,5,232,7,0,0,"sales","medium","exist"
"9653",11653,0.74,0.67,5,216,3,0,0,"sales","low","exist"
"9654",11654,0.65,0.82,5,265,3,0,0,"IT","low","exist"
"9655",11655,0.87,0.73,5,184,3,0,0,"product_mng","low","exist"
"9656",11656,0.56,0.71,5,244,3,0,0,"product_mng","low","exist"
"9657",11657,0.78,0.69,4,202,3,0,0,"product_mng","low","exist"
"9658",11658,0.73,0.57,3,146,2,0,0,"product_mng","low","exist"
"9659",11659,0.66,0.78,4,161,6,0,0,"IT","low","exist"
"9660",11660,0.15,0.81,5,280,3,1,0,"RandD","high","exist"
"9661",11661,0.52,0.69,5,208,8,1,0,"RandD","low","exist"
"9662",11662,0.44,0.66,6,134,8,0,0,"RandD","high","exist"
"9663",11663,0.7,0.7,3,162,8,0,0,"RandD","high","exist"
"9664",11664,0.63,0.52,5,209,8,1,0,"RandD","low","exist"
"9665",11665,0.89,0.59,3,265,8,0,0,"RandD","low","exist"
"9666",11666,0.96,0.85,4,173,3,0,0,"marketing","high","exist"
"9667",11667,0.98,0.99,4,261,10,1,0,"sales","low","exist"
"9668",11668,0.62,0.82,3,204,10,0,0,"accounting","medium","exist"
"9669",11669,0.62,0.73,3,144,10,1,0,"support","high","exist"
"9670",11670,0.69,0.43,5,113,8,0,0,"technical","medium","exist"
"9671",11671,0.5,0.91,4,144,8,0,0,"management","medium","exist"
"9672",11672,0.71,0.93,5,140,8,0,0,"marketing","medium","exist"
"9673",11673,0.5,0.68,3,245,4,0,0,"marketing","medium","exist"
"9674",11674,0.93,0.6,3,188,3,0,0,"marketing","high","exist"
"9675",11675,0.95,0.77,5,199,10,1,0,"sales","medium","exist"
"9676",11676,0.17,0.61,6,154,10,1,0,"sales","medium","exist"
"9677",11677,0.92,0.68,4,138,7,0,0,"sales","medium","exist"
"9678",11678,0.64,0.48,3,147,7,0,0,"sales","high","exist"
"9679",11679,0.27,0.42,6,173,7,0,0,"sales","medium","exist"
"9680",11680,0.66,0.87,3,223,7,0,0,"sales","high","exist"
"9681",11681,0.59,0.69,3,200,3,0,0,"sales","low","exist"
"9682",11682,0.93,0.98,4,189,10,0,0,"sales","medium","exist"
"9683",11683,0.58,0.67,5,133,10,0,0,"technical","medium","exist"
"9684",11684,0.96,0.6,3,160,10,0,0,"support","medium","exist"
"9685",11685,0.69,0.85,3,153,10,0,0,"support","medium","exist"
"9686",11686,0.41,0.38,4,142,10,1,0,"support","low","exist"
"9687",11687,0.36,0.41,3,167,10,0,0,"support","low","exist"
"9688",11688,0.71,0.78,4,227,2,0,0,"support","low","exist"
"9689",11689,0.94,0.9,4,144,4,0,0,"support","low","exist"
"9690",11690,0.51,0.76,4,140,3,0,0,"support","low","exist"
"9691",11691,0.83,0.48,4,220,3,1,0,"support","low","exist"
"9692",11692,0.22,0.62,3,180,3,0,0,"support","low","exist"
"9693",11693,0.66,0.89,4,173,4,0,0,"support","low","exist"
"9694",11694,0.14,0.58,3,179,5,0,0,"support","low","exist"
"9695",11695,0.16,0.96,5,137,5,1,0,"technical","low","exist"
"9696",11696,0.81,0.78,3,165,3,0,0,"technical","high","exist"
"9697",11697,0.73,0.94,3,177,3,0,0,"technical","low","exist"
"9698",11698,0.7,0.58,5,168,3,0,0,"management","low","exist"
"9699",11699,0.62,0.73,3,245,4,0,0,"IT","low","exist"
"9700",11700,0.5,0.83,5,258,2,0,0,"IT","low","exist"
"9701",11701,0.7,0.88,3,159,2,0,0,"IT","high","exist"
"9702",11702,0.53,0.73,3,163,3,1,0,"IT","low","exist"
"9703",11703,0.87,0.9,3,174,2,0,0,"IT","low","exist"
"9704",11704,0.59,0.6,3,214,2,1,0,"product_mng","low","exist"
"9705",11705,0.94,0.67,4,191,3,1,0,"product_mng","high","exist"
"9706",11706,0.2,0.53,5,272,5,0,0,"product_mng","low","exist"
"9707",11707,0.42,0.44,3,183,2,0,0,"product_mng","medium","exist"
"9708",11708,0.43,0.66,4,135,2,0,0,"IT","high","exist"
"9709",11709,0.43,0.76,6,154,2,0,0,"management","high","exist"
"9710",11710,0.77,0.86,5,238,3,0,0,"management","high","exist"
"9711",11711,0.76,0.98,2,235,3,0,0,"management","high","exist"
"9712",11712,0.82,0.9,3,215,4,0,0,"management","high","exist"
"9713",11713,0.75,0.66,5,234,2,0,0,"management","high","exist"
"9714",11714,0.63,0.98,4,187,3,0,0,"management","high","exist"
"9715",11715,0.51,0.75,3,133,3,0,0,"sales","medium","exist"
"9716",11716,0.23,0.7,3,123,5,0,0,"sales","medium","exist"
"9717",11717,0.77,0.58,4,202,3,0,0,"sales","medium","exist"
"9718",11718,0.54,0.63,4,140,3,0,0,"sales","medium","exist"
"9719",11719,0.63,0.85,4,182,3,1,0,"sales","high","exist"
"9720",11720,0.55,0.45,3,179,2,1,0,"sales","low","exist"
"9721",11721,0.31,0.63,3,150,3,1,0,"sales","medium","exist"
"9722",11722,0.98,0.74,4,151,3,0,0,"sales","medium","exist"
"9723",11723,0.16,0.95,6,117,7,0,0,"sales","medium","exist"
"9724",11724,0.54,0.78,3,156,7,0,0,"sales","medium","exist"
"9725",11725,0.73,0.48,3,211,7,0,0,"sales","medium","exist"
"9726",11726,0.16,0.63,6,286,7,0,1,"sales","medium","exist"
"9727",11727,0.57,0.82,5,233,7,0,1,"sales","medium","exist"
"9728",11728,0.88,0.88,4,222,3,1,1,"sales","medium","exist"
"9729",11729,0.95,0.81,4,258,7,0,1,"sales","medium","exist"
"9730",11730,0.93,0.7,5,231,7,0,1,"sales","high","exist"
"9731",11731,0.91,0.58,3,220,7,0,1,"sales","low","exist"
"9732",11732,0.77,0.82,4,134,3,0,1,"sales","low","exist"
"9733",11733,0.24,0.94,6,141,3,1,0,"sales","low","exist"
"9734",11734,0.74,0.74,5,160,3,1,0,"sales","high","exist"
"9735",11735,0.53,0.59,4,259,3,0,0,"sales","low","exist"
"9736",11736,0.89,0.77,5,232,3,0,0,"sales","low","exist"
"9737",11737,0.23,0.77,5,272,2,0,0,"sales","low","exist"
"9738",11738,0.69,0.66,3,215,6,0,0,"sales","high","exist"
"9739",11739,0.52,0.72,4,222,3,0,0,"sales","low","exist"
"9740",11740,0.9,0.58,3,244,8,0,0,"sales","low","exist"
"9741",11741,0.92,0.63,5,224,8,1,0,"sales","low","exist"
"9742",11742,0.72,0.59,5,200,8,1,0,"sales","low","exist"
"9743",11743,0.92,0.61,4,143,8,0,0,"sales","low","exist"
"9744",11744,0.79,0.86,5,238,8,0,0,"sales","low","exist"
"9745",11745,0.48,0.89,4,145,3,0,0,"sales","low","exist"
"9746",11746,0.27,0.76,4,108,10,0,0,"sales","medium","exist"
"9747",11747,0.67,0.49,3,247,10,0,0,"sales","medium","exist"
"9748",11748,0.48,0.7,3,213,10,0,0,"sales","medium","exist"
"9749",11749,0.99,0.6,4,209,8,1,0,"IT","medium","exist"
"9750",11750,0.49,0.88,4,240,8,0,0,"product_mng","medium","exist"
"9751",11751,0.39,0.45,3,100,8,1,0,"product_mng","medium","exist"
"9752",11752,0.99,0.92,4,265,4,1,0,"product_mng","medium","exist"
"9753",11753,0.78,0.57,3,209,3,0,0,"product_mng","medium","exist"
"9754",11754,0.5,0.73,3,154,10,0,0,"IT","medium","exist"
"9755",11755,0.61,0.79,5,230,10,0,0,"management","high","exist"
"9756",11756,0.88,0.6,4,208,7,0,1,"management","high","exist"
"9757",11757,0.44,0.44,2,141,7,1,1,"management","high","exist"
"9758",11758,0.73,0.78,3,262,7,1,1,"management","high","exist"
"9759",11759,0.58,0.84,4,206,7,0,1,"management","high","exist"
"9760",11760,0.74,0.98,3,166,3,1,1,"management","high","exist"
"9761",11761,0.32,0.48,4,117,10,0,1,"marketing","medium","exist"
"9762",11762,0.88,0.83,4,273,10,0,0,"sales","medium","exist"
"9763",11763,0.81,0.9,4,270,10,0,0,"accounting","medium","exist"
"9764",11764,0.59,0.92,3,138,10,0,0,"support","low","exist"
"9765",11765,0.79,0.65,3,235,10,0,0,"technical","low","exist"
"9766",11766,0.92,0.64,4,190,10,1,0,"management","low","exist"
"9767",11767,0.76,0.85,3,192,3,0,0,"marketing","low","exist"
"9768",11768,0.91,0.65,5,214,3,1,0,"marketing","low","exist"
"9769",11769,0.8,0.84,4,242,2,1,0,"marketing","low","exist"
"9770",11770,0.73,0.72,4,233,2,0,0,"sales","low","exist"
"9771",11771,0.88,0.53,3,218,4,0,0,"sales","low","exist"
"9772",11772,0.65,0.4,5,125,4,0,0,"sales","low","exist"
"9773",11773,0.84,0.5,4,178,2,0,0,"sales","low","exist"
"9774",11774,0.93,0.5,5,272,3,0,0,"sales","low","exist"
"9775",11775,0.64,0.6,3,265,4,0,0,"sales","low","exist"
"9776",11776,0.66,0.72,4,271,3,0,0,"sales","low","exist"
"9777",11777,0.76,0.56,3,179,3,1,0,"sales","low","exist"
"9778",11778,0.34,0.72,3,118,4,0,0,"IT","low","exist"
"9779",11779,0.48,0.8,4,196,5,0,0,"product_mng","low","exist"
"9780",11780,0.79,0.61,4,173,2,0,0,"product_mng","low","exist"
"9781",11781,0.82,0.67,4,156,3,0,0,"product_mng","low","exist"
"9782",11782,0.51,0.71,2,180,3,0,0,"product_mng","low","exist"
"9783",11783,0.84,0.78,4,263,3,0,0,"IT","low","exist"
"9784",11784,0.66,0.79,5,134,3,0,0,"management","high","exist"
"9785",11785,0.72,0.88,3,189,3,1,0,"management","high","exist"
"9786",11786,0.53,0.91,4,167,4,0,0,"management","high","exist"
"9787",11787,0.81,0.8,5,132,2,1,0,"management","high","exist"
"9788",11788,0.58,0.9,3,209,2,0,0,"management","high","exist"
"9789",11789,0.82,0.56,2,227,5,1,0,"management","high","exist"
"9790",11790,0.72,0.99,4,239,3,0,0,"marketing","medium","exist"
"9791",11791,0.9,0.54,4,172,4,0,0,"sales","medium","exist"
"9792",11792,0.98,0.91,3,188,4,0,0,"accounting","medium","exist"
"9793",11793,0.56,0.74,3,265,3,0,0,"support","medium","exist"
"9794",11794,0.77,0.82,3,153,3,1,0,"technical","medium","exist"
"9795",11795,0.61,0.89,4,242,2,0,0,"management","medium","exist"
"9796",11796,0.97,0.61,4,262,3,1,1,"marketing","medium","exist"
"9797",11797,0.64,0.55,3,246,2,0,1,"marketing","high","exist"
"9798",11798,0.99,0.97,4,211,2,0,1,"marketing","low","exist"
"9799",11799,0.61,0.42,3,145,4,0,1,"sales","medium","exist"
"9800",11800,0.72,0.71,4,256,3,0,1,"sales","medium","exist"
"9801",11801,0.67,0.91,2,245,2,1,1,"sales","medium","exist"
"9802",11802,0.9,0.56,3,151,3,0,0,"sales","medium","exist"
"9803",11803,0.9,0.73,4,245,2,0,0,"sales","low","exist"
"9804",11804,0.63,0.61,4,171,3,0,0,"sales","low","exist"
"9805",11805,0.64,0.88,3,252,2,0,0,"sales","low","exist"
"9806",11806,0.44,0.65,3,175,2,0,0,"IT","low","exist"
